gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	countryCode	locality	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
2238977292	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/24085083	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.179896	-98.366349	263.0						2019-04-29T09:31:06Z	29	4	2019	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	24085083			2019-04-30T00:45:24Z	CC_BY_NC_4_0	Stephanie	Stephanie			2019-05-07T19:52:22.754Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2238968329	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/24026126	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.774325	-80.217628	10.0						2019-04-29T16:34:19Z	29	4	2019	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	24026126				CC_BY_NC_4_0	funes	funes			2019-05-07T19:52:17.219Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2238967989	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/24019217	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.774557	-80.218117							2019-04-29T16:33:34Z	29	4	2019	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	24019217			2019-04-29T20:43:58Z	CC_BY_NC_4_0	britz	britz			2019-05-07T19:52:17.589Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2238966661	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/24009351	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.728853	-80.377471	5.0						2019-04-29T16:05:39Z	29	4	2019	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	24009351				CC_BY_NC_4_0	malena2019	malena2019			2019-05-07T19:52:16.937Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2238963898	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/23994486	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.737378	-80.2268	17.0						2019-04-29T15:06:11Z	29	4	2019	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	23994486			2019-04-29T19:06:27Z	CC_BY_NC_4_0	sofiagracemartin	sofiagracemartin			2019-05-07T19:52:14.712Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2238955805	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/23947275	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	30.239405	-97.652999	323.0						2019-04-29T10:39:27Z	29	4	2019	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	23947275			2019-04-29T15:59:29Z	CC_BY_NC_4_0	accmichael	accmichael			2019-05-07T19:52:09.520Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2238951829	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/23922111	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	27.71308	-97.324701	8.0						2019-04-29T09:21:45Z	29	4	2019	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	23922111			2019-04-29T14:23:27Z	CC_BY_NC_4_0	dpena9	dpena9			2019-05-07T19:52:07.403Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2238950434	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/23918711	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	27.712959	-97.325096	7.0						2019-04-29T09:07:34Z	29	4	2019	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	23918711			2019-04-29T14:09:49Z	CC_BY_NC_4_0	dpena9	dpena9			2019-05-07T19:52:06.374Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2238949472	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/23902884	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	29.632057	-95.810581	6.0						2019-04-29T07:52:23Z	29	4	2019	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	23902884			2019-04-29T12:53:43Z	CC_BY_NC_4_0	not_benjamin_howard	not_benjamin_howard			2019-05-07T19:52:05.417Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2238946538	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/23883821	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	MX		28eb1a3f-1c15-4a95-931a-4af90ecb574d	31.754698	-116.625181	9.0						2019-04-29T14:12:00Z	29	4	2019	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	23883821			2019-04-29T19:03:56Z	CC_BY_NC_4_0	Angel Garcia	Angel Garcia			2019-05-07T19:52:03.841Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2238943940	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/23892316	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.182715	-98.330933							2019-04-28T23:42:00Z	28	4	2019	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	23892316			2019-04-29T11:29:25Z	CC_BY_NC_4_0	Joseph C	Joseph C			2019-05-07T19:52:02.180Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2238940904	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/23868325	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	MX		28eb1a3f-1c15-4a95-931a-4af90ecb574d	31.929109	-116.755284	23.0						2019-04-26T17:51:45Z	26	4	2019	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	23868325			2019-04-29T18:23:22Z	CC_BY_NC_4_0	Tomás E Rivas Salcedo	Tomás E Rivas Salcedo			2019-05-07T19:52:00.424Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2238926931	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/23797685	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.640622	-80.275743							2019-04-28T05:35:00Z	28	4	2019	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	23797685			2019-04-29T00:50:11Z	CC_BY_NC_4_0	Donna Pomeroy	Donna Pomeroy			2019-05-07T19:51:51.292Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2238926379	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/23786141	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	EC		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-0.206948	-78.419058	15.0						2017-07-10T07:31:00Z	10	7	2017	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	23786141			2019-04-29T00:02:54Z	CC_BY_NC_4_0	Edison Ocaña	Edison Ocaña			2019-05-07T19:51:51.003Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2238925583	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/23790661	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	29.776065	-95.594763	32.0						2019-04-28T19:21:31Z	28	4	2019	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	23790661				CC_BY_NC_4_0	melissach05	melissach05			2019-05-07T19:51:50.179Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2238925430	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/23788624	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	EC		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-0.206948	-78.419058	15.0						2017-07-10T10:14:00Z	10	7	2017	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	23788624			2019-04-29T00:13:32Z	CC_BY_NC_4_0	Edison Ocaña	Edison Ocaña			2019-05-07T19:51:50.124Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2238920190	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/23752431	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.283205	-98.169297	31.0						2019-04-26T21:05:00Z	26	4	2019	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	23752431			2019-04-28T22:01:18Z	CC_BY_NC_4_0	edinburgebano	edinburgebano			2019-05-07T19:51:46.307Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2238920171	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/23758764	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	29.562725	-98.521934	5.0						2019-04-28T17:22:38Z	28	4	2019	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	23758764			2019-04-28T22:22:51Z	CC_BY_NC_4_0	gpyoung	gpyoung			2019-05-07T19:51:46.725Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2238919036	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/23748729	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	29.498045	-95.105086	12.0						2019-04-28T16:47:11Z	28	4	2019	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	23748729			2019-04-28T21:48:39Z	CC_BY_NC_4_0	jodybsmith	jodybsmith			2019-05-07T19:51:46.151Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2238917242	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/23741636	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.736912	-80.235345	8.0						2019-04-25T18:34:01Z	25	4	2019	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	23741636			2019-04-28T21:23:18Z	CC_BY_NC_4_0	ilovemdan	ilovemdan			2019-05-07T19:51:45.122Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2238915518	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/23729185	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	PE		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-12.212055	-76.989045	8.0						2019-04-27T09:49:59Z	27	4	2019	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	23729185			2019-04-28T20:36:27Z	CC_BY_NC_4_0	nayelyb	nayelyb			2019-05-07T19:51:43.490Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84
2238913907	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/23725751	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	30.375145	-97.744137	20.0						2019-04-28T13:33:31Z	28	4	2019	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	23725751			2019-04-28T20:21:54Z	CC_BY_NC_4_0	nwhillsatx	nwhillsatx			2019-05-07T19:51:43.006Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2238913363	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/23724545	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	MX		28eb1a3f-1c15-4a95-931a-4af90ecb574d	21.977749	-98.933287	4.0						2019-04-28T15:13:00Z	28	4	2019	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	23724545			2019-04-28T20:17:33Z	CC_BY_NC_4_0	PRAC VALLES	PRAC VALLES			2019-05-07T19:51:42.294Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2238912603	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/23724544	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	MX		28eb1a3f-1c15-4a95-931a-4af90ecb574d	21.977565	-98.933158	31.0						2019-04-28T15:13:00Z	28	4	2019	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	23724544			2019-04-28T20:17:33Z	CC_BY_NC_4_0	PRAC VALLES	PRAC VALLES			2019-05-07T19:51:41.922Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2238905574	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/23687669	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.28703	-98.188553	5.0						2019-04-28T12:49:40Z	28	4	2019	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	23687669			2019-04-28T17:53:10Z	CC_BY_NC_4_0	Cat	Cat			2019-05-07T19:51:37.225Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2238904033	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/23667842	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	MX		28eb1a3f-1c15-4a95-931a-4af90ecb574d	23.32208	-106.391602	15625.0						2019-04-28T10:42:00Z	28	4	2019	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	23667842			2019-04-28T16:41:45Z	CC_BY_NC_4_0	jesusvelarde_402cobaes95mzt	jesusvelarde_402cobaes95mzt			2019-05-07T19:51:36.698Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
